MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
HURTO A PERSONAS ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 28 DE FEBRERO DE AÑO 2022;;;;;;;
ARMAS MEDIO;DEPARTAMENTO ;MUNICIPIO;FECHA  HECHO ;GENERO;*AGRUPA EDAD PERSONA;CODIGO_DANE;CANTIDAD 
ARMA BLANCA / CORTOPUNZANTE;VALLE;YUMBO;24/02/2022;FEMENINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;YUMBO;24/02/2022;MASCULINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;YUMBO;26/02/2022;MASCULINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;VALLE;YUMBO;27/02/2022;FEMENINO;ADULTOS;76892000;1
ARMA BLANCA / CORTOPUNZANTE;VAUPÉS;MITÚ (CT);07/01/2022;MASCULINO;ADULTOS;97001000;1
ARMA BLANCA / CORTOPUNZANTE;VICHADA;PUERTO CARREÑO (CT);11/01/2022;FEMENINO;ADULTOS;99001000;1
ARMA DE FUEGO;AMAZONAS;LETICIA (CT);04/01/2022;MASCULINO;ADULTOS;91001000;1
ARMA DE FUEGO;AMAZONAS;LETICIA (CT);24/01/2022;MASCULINO;ADOLESCENTES;91001000;1
ARMA DE FUEGO;AMAZONAS;LETICIA (CT);13/02/2022;MASCULINO;ADULTOS;91001000;1
ARMA DE FUEGO;ANTIOQUIA;AMALFI;15/01/2022;MASCULINO;ADULTOS;05031000;1
ARMA DE FUEGO;ANTIOQUIA;ANZA;02/01/2022;FEMENINO;ADULTOS;05044000;1
ARMA DE FUEGO;ANTIOQUIA;ANZA;02/01/2022;MASCULINO;ADULTOS;05044000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;04/01/2022;MASCULINO;ADULTOS;05045000;2
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;14/01/2022;FEMENINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;14/01/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;15/01/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;17/01/2022;MASCULINO;ADULTOS;05045000;2
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;21/01/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;25/01/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;09/02/2022;FEMENINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;09/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;10/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;11/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;14/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;15/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;19/02/2022;FEMENINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;21/02/2022;FEMENINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;APARTADÓ;24/02/2022;MASCULINO;ADULTOS;05045000;1
ARMA DE FUEGO;ANTIOQUIA;BARBOSA;13/01/2022;MASCULINO;ADULTOS;05079000;1
ARMA DE FUEGO;ANTIOQUIA;BARBOSA;27/02/2022;FEMENINO;ADULTOS;05079000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;01/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;02/01/2022;FEMENINO;ADOLESCENTES;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;02/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;03/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;03/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;04/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;05/01/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;05/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;06/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;07/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;07/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;08/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;09/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;10/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;11/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;12/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;12/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;13/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;14/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;14/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;15/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;16/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;16/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;17/01/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;17/01/2022;MASCULINO;ADULTOS;05088000;5
ARMA DE FUEGO;ANTIOQUIA;BELLO;19/01/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;19/01/2022;MASCULINO;ADULTOS;05088000;4
ARMA DE FUEGO;ANTIOQUIA;BELLO;20/01/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;20/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;21/01/2022;MASCULINO;ADULTOS;05088000;4
ARMA DE FUEGO;ANTIOQUIA;BELLO;22/01/2022;MASCULINO;ADULTOS;05088000;6
ARMA DE FUEGO;ANTIOQUIA;BELLO;23/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;23/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;24/01/2022;MASCULINO;ADOLESCENTES;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;24/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;25/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;25/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;26/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;27/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;28/01/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;29/01/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;29/01/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;30/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;31/01/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;01/02/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;01/02/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;02/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;02/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;03/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;03/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;04/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;04/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;05/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;05/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;07/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;07/02/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;08/02/2022;FEMENINO;ADOLESCENTES;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;08/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;09/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;09/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;10/02/2022;FEMENINO;ADOLESCENTES;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;11/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;11/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;12/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;13/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;14/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;15/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;15/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;16/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;17/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;17/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;17/02/2022;MASCULINO;MENORES;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;18/02/2022;MASCULINO;ADULTOS;05088000;3
ARMA DE FUEGO;ANTIOQUIA;BELLO;19/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;20/02/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;20/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;21/02/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;21/02/2022;MASCULINO;ADOLESCENTES;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;22/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;23/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;23/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;24/02/2022;MASCULINO;ADULTOS;05088000;4
ARMA DE FUEGO;ANTIOQUIA;BELLO;25/02/2022;FEMENINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;25/02/2022;MASCULINO;ADULTOS;05088000;4
ARMA DE FUEGO;ANTIOQUIA;BELLO;26/02/2022;MASCULINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;27/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;BELLO;28/02/2022;FEMENINO;ADULTOS;05088000;1
ARMA DE FUEGO;ANTIOQUIA;BELLO;28/02/2022;MASCULINO;ADULTOS;05088000;2
ARMA DE FUEGO;ANTIOQUIA;CAICEDO;07/01/2022;MASCULINO;ADULTOS;05125000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;05/01/2022;FEMENINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;06/01/2022;FEMENINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;07/01/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;09/01/2022;MASCULINO;ADULTOS;05129000;2
ARMA DE FUEGO;ANTIOQUIA;CALDAS;14/01/2022;FEMENINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;21/01/2022;FEMENINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;21/01/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;07/02/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;10/02/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;12/02/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;15/02/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CALDAS;22/02/2022;MASCULINO;ADULTOS;05129000;1
ARMA DE FUEGO;ANTIOQUIA;CAREPA;24/01/2022;MASCULINO;ADULTOS;05147000;1
ARMA DE FUEGO;ANTIOQUIA;CAREPA;24/02/2022;FEMENINO;ADULTOS;05147000;1
ARMA DE FUEGO;ANTIOQUIA;CAUCASIA;22/01/2022;MASCULINO;ADULTOS;05154000;1
ARMA DE FUEGO;ANTIOQUIA;CAUCASIA;23/01/2022;MASCULINO;ADULTOS;05154000;1
ARMA DE FUEGO;ANTIOQUIA;CAUCASIA;28/01/2022;FEMENINO;ADULTOS;05154000;1
ARMA DE FUEGO;ANTIOQUIA;CHIGORODÓ;24/01/2022;MASCULINO;ADULTOS;05172000;1
ARMA DE FUEGO;ANTIOQUIA;CISNEROS;06/02/2022;FEMENINO;ADULTOS;05190000;2
ARMA DE FUEGO;ANTIOQUIA;CONCORDIA;03/01/2022;MASCULINO;ADULTOS;05209000;1
ARMA DE FUEGO;ANTIOQUIA;CONCORDIA;22/01/2022;MASCULINO;ADULTOS;05209000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;09/01/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;13/01/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;14/01/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;15/01/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;15/01/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;16/01/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;18/01/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;19/01/2022;MASCULINO;ADULTOS;05212000;2
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;28/01/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;29/01/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;02/02/2022;FEMENINO;ADULTOS;05212000;3
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;03/02/2022;MASCULINO;ADULTOS;05212000;2
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;06/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;07/02/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;07/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;09/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;10/02/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;11/02/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;12/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;14/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;16/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;18/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;20/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;21/02/2022;FEMENINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;21/02/2022;MASCULINO;ADOLESCENTES;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;21/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;COPACABANA;28/02/2022;MASCULINO;ADULTOS;05212000;1
ARMA DE FUEGO;ANTIOQUIA;DABEIBA;23/01/2022;MASCULINO;ADULTOS;05234000;1
ARMA DE FUEGO;ANTIOQUIA;DON MATÍAS;20/01/2022;MASCULINO;ADULTOS;05237000;1
ARMA DE FUEGO;ANTIOQUIA;DON MATÍAS;22/01/2022;MASCULINO;ADULTOS;05237000;1
ARMA DE FUEGO;ANTIOQUIA;DON MATÍAS;17/02/2022;MASCULINO;ADULTOS;05237000;1
ARMA DE FUEGO;ANTIOQUIA;EBÉJICO;09/01/2022;MASCULINO;ADULTOS;05240000;2
ARMA DE FUEGO;ANTIOQUIA;EL CARMEN DE VIBORAL;09/01/2022;MASCULINO;ADULTOS;05148000;1
ARMA DE FUEGO;ANTIOQUIA;EL CARMEN DE VIBORAL;22/01/2022;FEMENINO;ADULTOS;05148000;1
ARMA DE FUEGO;ANTIOQUIA;EL CARMEN DE VIBORAL;31/01/2022;MASCULINO;ADULTOS;05148000;2
ARMA DE FUEGO;ANTIOQUIA;EL CARMEN DE VIBORAL;17/02/2022;MASCULINO;ADULTOS;05148000;1
ARMA DE FUEGO;ANTIOQUIA;EL SANTUARIO;07/01/2022;MASCULINO;ADULTOS;05697000;1
ARMA DE FUEGO;ANTIOQUIA;EL SANTUARIO;16/01/2022;FEMENINO;ADULTOS;05697000;1
ARMA DE FUEGO;ANTIOQUIA;EL SANTUARIO;15/02/2022;MASCULINO;ADULTOS;05697000;1
ARMA DE FUEGO;ANTIOQUIA;EL SANTUARIO;21/02/2022;FEMENINO;ADULTOS;05697000;1
ARMA DE FUEGO;ANTIOQUIA;ENTRERRIOS;29/01/2022;MASCULINO;ADULTOS;05264000;1
ARMA DE FUEGO;ANTIOQUIA;ENTRERRIOS;30/01/2022;FEMENINO;ADULTOS;05264000;1
ARMA DE FUEGO;ANTIOQUIA;ENTRERRIOS;05/02/2022;MASCULINO;ADULTOS;05264000;1
ARMA DE FUEGO;ANTIOQUIA;ENTRERRIOS;06/02/2022;MASCULINO;ADULTOS;05264000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;03/01/2022;FEMENINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;05/01/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;12/01/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;13/01/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;15/01/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;15/01/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;18/01/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;21/01/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;22/01/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;24/01/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;25/01/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;26/01/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;27/01/2022;FEMENINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;28/01/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;28/01/2022;MASCULINO;ADULTOS;05266000;3
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;29/01/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;31/01/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;04/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;05/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;09/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;11/02/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;12/02/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;14/02/2022;FEMENINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;14/02/2022;MASCULINO;ADOLESCENTES;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;15/02/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;17/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;19/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;20/02/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;21/02/2022;FEMENINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;21/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;22/02/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;22/02/2022;MASCULINO;ADULTOS;05266000;2
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;23/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;25/02/2022;FEMENINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;ENVIGADO;27/02/2022;MASCULINO;ADULTOS;05266000;1
ARMA DE FUEGO;ANTIOQUIA;FRONTINO;24/02/2022;MASCULINO;ADULTOS;05284000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;19/01/2022;FEMENINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;28/01/2022;MASCULINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;08/02/2022;FEMENINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;08/02/2022;MASCULINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;13/02/2022;MASCULINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GIRARDOTA;22/02/2022;MASCULINO;ADULTOS;05308000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;04/01/2022;FEMENINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;09/01/2022;FEMENINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;10/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;14/01/2022;FEMENINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;14/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;16/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;18/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;19/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;29/01/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;08/02/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;21/02/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;25/02/2022;FEMENINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUARNE;25/02/2022;MASCULINO;ADULTOS;05318000;1
ARMA DE FUEGO;ANTIOQUIA;GUATAPÉ;02/01/2022;MASCULINO;ADULTOS;05321000;1
ARMA DE FUEGO;ANTIOQUIA;HELICONIA;19/01/2022;MASCULINO;ADULTOS;05347000;1
ARMA DE FUEGO;ANTIOQUIA;HISPANIA;06/02/2022;MASCULINO;ADULTOS;05353000;2
ARMA DE FUEGO;ANTIOQUIA;ITAGUI;03/01/2022;MASCULINO;ADULTOS;05360000;1
ARMA DE FUEGO;ANTIOQUIA;ITAGUI;05/01/2022;FEMENINO;ADULTOS;05360000;1
